order,species,family,locomotion,logmass,mig,hetero,abslat,latitude,diet,hemisphere,habitat_category,habitat_sub,mig.het1,mig.het2
Chiroptera,Myotis_austroriparius,Vespertilionidae,A,0.83,0,1,33.25,33.25,Insectivore,N,Forest,TRF,2,1
Chiroptera,Myotis_californicus,Vespertilionidae,A,0.66,0,1,35.96,35.96,Insectivore,N,Forest,TEF,2,1
Chiroptera,Myotis_capaccinii,Vespertilionidae,A,0.87,0,1,40.44,40.44,Insectivore,N,Shrubland,TES,2,1
Chiroptera,Myotis_ciliolabrum,Vespertilionidae,A,0.85,0,1,44.82,44.82,Insectivore,N,Forest,TEF,2,1
Chiroptera,Myotis_emarginatus,Vespertilionidae,A,0.88,0,1,41.38,41.38,Insectivore,N,Shrubland,TES,2,1
Chiroptera,Myotis_evotis,Vespertilionidae,A,0.83,0,1,43.85,43.85,Insectivore,N,Forest,TEF,2,1
Chiroptera,Myotis_fortidens,Vespertilionidae,A,0.64,0,1,20.72,20.72,Insectivore,N,Forest,TRF,2,1
Chiroptera,Myotis_frater,Vespertilionidae,A,0.88,0,1,40.61,40.61,Insectivore,N,Forest,TEF,2,1
Chiroptera,Myotis_keenii,Vespertilionidae,A,0.8,0,1,50.73,50.73,Insectivore,N,Forest,TEF,2,1
Chiroptera,Myotis_leibii,Vespertilionidae,A,0.71,0,1,40.18,40.18,Insectivore,N,Forest,TEF,2,1
Chiroptera,Myotis_levis,Vespertilionidae,A,0.74,0,1,30.05,-30.05,Insectivore,S,Forest,TRF,2,1
Chiroptera,Myotis_longipes,Vespertilionidae,A,0.9,0,1,31.84,31.84,Insectivore,N,Forest,TEF,2,1
Chiroptera,Myotis_montivagus,Vespertilionidae,A,0.92,0,1,19.37,19.37,Insectivore,N,Forest,TRF,2,1
Chiroptera,Myotis_nattereri,Vespertilionidae,A,0.85,0,1,48.08,48.08,Insectivore,N,Forest,BF,2,1
Chiroptera,Myotis_nigricans,Vespertilionidae,A,0.63,0,1,7.19,-7.19,Insectivore,S,Forest,TRF,2,1
Chiroptera,Myotis_vivesi,Vespertilionidae,A,1.4,0,1,28.92,28.92,Insectivore,N,Forest,TEF,2,1
Dasyuromorphia,Myrmecobius_fasciatus,Myrmecobiidae,T,2.67,0,1,33.45,-33.45,Insectivore,S,Forest,TRF,2,1
Rodentia,Napaeozapus_insignis,Dipodidae,T,1.35,0,1,46.67,46.67,Omnivore,N,Forest,TEF,2,1
Soricomorpha,Notiosorex_crawfordi,Soricidae,T,0.64,0,1,31.34,31.34,Insectivore,N,Forest,TEF,2,1
Notoryctemorphia,Notoryctes_caurinus,Notoryctidae,T,1.6,0,1,21.06,-21.06,Omnivore,S,Shrubland,TRS,2,1
Carnivora,Nyctereutes_procyonoides,Canidae,T,3.61,0,1,39.27,39.27,Carnivore,N,Forest,TEF,2,1
Rodentia,Perognathus_fasciatus,Heteromyidae,T,1.06,0,1,45.95,45.95,Herbivore,N,Shrubland,TES,2,1
Rodentia,Perognathus_flavus,Heteromyidae,T,0.89,0,1,32.58,32.58,Herbivore,N,Shrubland,TES,2,1
Rodentia,Perognathus_longimembris,Heteromyidae,T,0.88,0,1,37.37,37.37,Herbivore,N,Shrubland,TES,2,1
Rodentia,Perognathus_parvus,Heteromyidae,T,1.34,0,1,41.62,41.62,Herbivore,N,Forest,TEF,2,1
Rodentia,Peromyscus_boylii,Muridae,T,1.33,0,1,36.55,36.55,Omnivore,N,Forest,TEF,2,1
Rodentia,Peromyscus_californicus,Muridae,T,1.64,0,1,34.48,34.48,Omnivore,N,Forest,TEF,2,1
Rodentia,Peromyscus_crinitus,Muridae,T,1.25,0,1,38.81,38.81,Omnivore,N,Shrubland,TES,2,1
Rodentia,Peromyscus_eremicus,Muridae,T,1.37,0,1,29.81,29.81,Omnivore,N,Shrubland,TES,2,1
Rodentia,Peromyscus_gossypinus,Muridae,T,1.47,0,1,32.85,32.85,Omnivore,N,Forest,TEF,2,1
Rodentia,Peromyscus_leucopus,Muridae,T,1.33,0,1,37.52,37.52,Omnivore,N,Forest,TEF,2,1
Rodentia,Peromyscus_maniculatus,Muridae,T,1.33,0,1,45.74,45.74,Omnivore,N,Forest,BF,2,1
Rodentia,Peromyscus_megalops,Muridae,T,1.82,0,1,17.24,17.24,Omnivore,N,Forest,TRF,2,1
Rodentia,Peromyscus_polionotus,Muridae,T,1.11,0,1,32.31,32.31,Omnivore,N,Shrubland,TES,2,1
Rodentia,Peromyscus_truei,Muridae,T,1.44,0,1,38.08,38.08,Omnivore,N,Forest,TEF,2,1
Diprotodontia,Petaurus_breviceps,Petauridae,T,2.11,0,1,19.6,-19.6,Omnivore,S,Forest,TEF,2,1
Rodentia,Phodopus_sungorus,Muridae,T,1.37,0,1,52.56,52.56,Omnivore,N,Shrubland,TES,2,1
Rodentia,Phyllotis_darwini,Muridae,T,1.71,0,1,31.69,-31.69,Omnivore,S,Shrubland,TES,2,1
Chiroptera,Pipistrellus_kuhlii,Vespertilionidae,A,0.77,0,1,35.99,35.99,Insectivore,N,Forest,TEF,2,1
Chiroptera,Pipistrellus_maderensis,Vespertilionidae,A,0.69,0,1,30.47,30.47,Insectivore,N,Forest,TEF,2,1
Chiroptera,Pipistrellus_nanus,Vespertilionidae,A,0.59,0,1,3.44,-3.44,Insectivore,S,Forest,TRF,2,1
Dasyuromorphia,Planigale_gilesi,Dasyuridae,T,0.96,0,1,29.12,-29.12,Insectivore,S,Shrubland,TRS,2,1
Dasyuromorphia,Planigale_ingrami,Dasyuridae,T,0.63,0,1,19.96,-19.96,Insectivore,S,Savanna,GS,2,1
Dasyuromorphia,Planigale_maculata,Dasyuridae,T,1.04,0,1,19.83,-19.83,Insectivore,S,Forest,TEF,2,1
Dasyuromorphia,Planigale_tenuirostris,Dasyuridae,T,0.78,0,1,27.76,-27.76,Insectivore,S,Shrubland,TES,2,1
Chiroptera,Plecotus_auritus,Vespertilionidae,A,0.89,0,1,51.09,51.09,Insectivore,N,Forest,BF,2,1
Chiroptera,Plecotus_austriacus,Vespertilionidae,A,0.86,0,1,45.82,45.82,Insectivore,N,Forest,TEF,2,1
Dasyuromorphia,Pseudantechinus_macdonnellensis,Dasyuridae,T,1.51,0,1,24.03,-24.03,Insectivore,S,Savanna,GS,2,1
Rodentia,Pseudomys_hermannsburgensis,Muridae,T,1.08,0,1,25.31,-25.31,Omnivore,S,Shrubland,TRS,2,1
Rodentia,Reithrodontomys_megalotis,Muridae,T,0.97,0,1,37.56,37.56,Omnivore,N,Shrubland,TES,2,1
Chiroptera,Rhinolophus_blasii,Rhinolophidae,A,0.99,0,1,26.48,26.48,Insectivore,N,Forest,TRF,2,1
Chiroptera,Rhinolophus_euryale,Rhinolophidae,A,0.91,0,1,39.11,39.11,Insectivore,N,Forest,TEF,2,1
Chiroptera,Rhinolophus_ferrumequinum,Rhinolophidae,A,1.32,0,1,36.86,36.86,Insectivore,N,Forest,TEF,2,1
Chiroptera,Rhinolophus_mehelyi,Rhinolophidae,A,1.09,0,1,37.4,37.4,Insectivore,N,Shrubland,TES,2,1
Rodentia,Saccostomus_campestris,Muridae,T,1.71,0,1,17.98,-17.98,Omnivore,S,Savanna,GS,2,1
Afrosoricida,Setifer_setosus,Tenrecidae,T,2.47,0,1,19.39,-19.39,Insectivore,S,Forest,TRF,2,1
Rodentia,Sicista_betulina,Dipodidae,T,0.9,0,1,58.25,58.25,Omnivore,N,Forest,BF,2,1
Dasyuromorphia,Sminthopsis_crassicaudata,Dasyuridae,T,1.18,0,1,28.7,-28.7,Insectivore,S,Savanna,GS,2,1
Dasyuromorphia,Sminthopsis_macroura,Dasyuridae,T,1.3,0,1,24.06,-24.06,Insectivore,S,Savanna,GS,2,1
Dasyuromorphia,Sminthopsis_murina,Dasyuridae,T,1.23,0,1,29.55,-29.55,Insectivore,S,Forest,TEF,2,1
Rodentia,Spermophilus_armatus,Sciuridae,T,2.5,0,1,43.05,43.05,Herbivore,N,Shrubland,TES,2,1
Rodentia,Spermophilus_beecheyi,Sciuridae,T,2.76,0,1,38.97,38.97,Herbivore,N,Shrubland,TES,2,1
Rodentia,Spermophilus_beldingi,Sciuridae,T,2.45,0,1,41.97,41.97,Herbivore,N,Shrubland,TES,2,1
Rodentia,Spermophilus_citellus,Sciuridae,T,2.46,0,1,45.82,45.82,Herbivore,N,Grassland,GTE,2,1
Rodentia,Spermophilus_columbianus,Sciuridae,T,2.69,0,1,48.8,48.8,Herbivore,N,Forest,TEF,2,1
Rodentia,Spermophilus_franklinii,Sciuridae,T,2.56,0,1,45.78,45.78,Herbivore,N,Grassland,GTE,2,1
Rodentia,Spermophilus_lateralis,Sciuridae,T,2.28,0,1,42.95,42.95,Omnivore,N,Forest,TEF,2,1
Rodentia,Spermophilus_mexicanus,Sciuridae,T,2.28,0,1,27.74,27.74,Herbivore,N,Shrubland,TES,2,1
Rodentia,Spermophilus_parryii,Sciuridae,T,2.88,0,1,64.56,64.56,Herbivore,N,Tundra,GTU,2,1
Rodentia,Spermophilus_richardsonii,Sciuridae,T,2.61,0,1,49.52,49.52,Herbivore,N,Grassland,GTE,2,1
Rodentia,Spermophilus_saturatus,Sciuridae,T,2.34,0,1,48.01,48.01,Herbivore,N,Forest,TEF,2,1
Rodentia,Spermophilus_spilosoma,Sciuridae,T,1.95,0,1,33.07,33.07,Herbivore,N,Grassland,GTE,2,1
Rodentia,Spermophilus_tereticaudus,Sciuridae,T,2.19,0,1,32.91,32.91,Herbivore,N,Grassland,GTE,2,1
Rodentia,Spermophilus_tridecemlineatus,Sciuridae,T,2.12,0,1,43.53,43.53,Herbivore,N,Shrubland,TES,2,1
Rodentia,Spermophilus_variegatus,Sciuridae,T,2.84,0,1,30.86,30.86,Herbivore,N,Shrubland,TRS,2,1
Soricomorpha,Suncus_etruscus,Soricidae,T,0.26,0,1,28.96,28.96,Insectivore,N,Forest,TEF,2,1
Soricomorpha,Suncus_murinus,Soricidae,T,1.94,0,1,15.1,15.1,Insectivore,N,Forest,TEF,2,1
Chiroptera,Syconycteris_australis,Pteropodidae,A,1.23,0,1,7.67,-7.67,Frugivore,S,Forest,TRF,2,1
Monotremata,Tachyglossus_aculeatus,Tachyglossidae,T,3.65,0,1,25.54,-25.54,Insectivore,S,Forest,TEF,2,1
Chiroptera,Tadarida_teniotis,Molossidae,A,1.43,0,1,38.03,38.03,Insectivore,N,Shrubland,TES,2,1
Rodentia,Tamias_alpinus,Sciuridae,T,1.56,0,1,37,37,Herbivore,N,Forest,TEF,2,1
Rodentia,Tamias_amoenus,Sciuridae,T,1.7,0,1,45.81,45.81,Herbivore,N,Shrubland,TES,2,1
Rodentia,Tamias_minimus,Sciuridae,T,2.13,0,1,52.07,52.07,Herbivore,N,Forest,BF,2,1
Rodentia,Tamias_palmeri,Sciuridae,T,1.84,0,1,36.32,36.32,Herbivore,N,Forest,TEF,2,1
Rodentia,Tamias_ruficaudus,Sciuridae,T,1.83,0,1,47.7,47.7,Herbivore,N,Forest,BF,2,1
Rodentia,Tamias_sibiricus,Sciuridae,T,1.93,0,1,56.8,56.8,Herbivore,N,Forest,BF,2,1
Rodentia,Tamias_striatus,Sciuridae,T,2.05,0,1,42.86,42.86,Herbivore,N,Forest,BF,2,1
Rodentia,Tamias_townsendii,Sciuridae,T,1.87,0,1,46.13,46.13,Omnivore,N,Forest,TEF,2,1
Chiroptera,Taphozous_australis,Emballonuridae,A,1.36,0,1,17.3,-17.3,Insectivore,S,Forest,TRF,2,1
Chiroptera,Taphozous_longimanus,Emballonuridae,A,1.43,0,1,14.39,14.39,Insectivore,N,Forest,TRF,2,1
Diprotodontia,Tarsipes_rostratus,Tarsipedidae,T,0.95,0,1,32.65,-32.65,Frugivore,S,Shrubland,TES,2,1
Carnivora,Taxidea_taxus,Mustelidae,T,3.85,0,1,41.74,41.74,Carnivore,N,Forest,TEF,2,1
Afrosoricida,Tenrec_ecaudatus,Tenrecidae,T,2.94,0,1,19.39,-19.39,Insectivore,S,Forest,TRF,2,1
Didelphimorphia,Thylamys_elegans,Didelphidae,T,1.46,0,1,34.58,-34.58,Omnivore,S,Forest,TEF,2,1
Cingulata,Zaedyus_pichiy,Dasypodidae,T,3.14,0,1,40.8,-40.8,Omnivore,S,Shrubland,TES,2,1
Rodentia,Zapus_hudsonius,Dipodidae,T,1.23,0,1,50.61,50.61,Herbivore,N,Shrubland,TES,2,1
Rodentia,Zapus_princeps,Dipodidae,T,1.46,0,1,48.87,48.87,Herbivore,N,Grassland,GTE,2,1
Rodentia,Zapus_trinotatus,Dipodidae,T,1.44,0,1,45.29,45.29,Herbivore,N,Forest,BF,2,1
Carnivora,Ailuropoda_melanoleuca,Ursidae,T,5.04,1,0,31.31,31.31,Carnivore,N,Forest,TEF,1,1
Artiodactyla,Alcelaphus_buselaphus,Bovidae,T,5.23,1,0,4.9,-4.9,Herbivore,S,Forest,TRF,1,1
Artiodactyla,Alces_alces,Cervidae,T,5.55,1,0,59.11,59.11,Herbivore,N,Forest,BF,1,1
Carnivora,Alopex_lagopus,Canidae,T,3.8,1,0,69.54,69.54,Carnivore,N,Tundra,GTU,1,1
Artiodactyla,Antidorcas_marsupialis,Bovidae,T,4.59,1,0,25,-25,Herbivore,S,Savanna,GS,1,1
Artiodactyla,Antilocapra_americana,Antilocapridae,T,4.66,1,0,40.97,40.97,Herbivore,N,Shrubland,TES,1,1
Cetacea,Balaena_mysticetus,Balaenidae,W,8,1,0,67.72,67.72,Carnivore,N,Marine,MP,1,1
Cetacea,Balaenoptera_acutorostrata,Balaenopteridae,W,7,1,0,11.27,-11.27,Carnivore,S,Marine,MP,1,1
Cetacea,Balaenoptera_borealis,Balaenopteridae,W,7.3,1,0,11.05,-11.05,Carnivore,S,Marine,MP,1,1
Cetacea,Balaenoptera_edeni,Balaenopteridae,W,7.3,1,0,1.78,1.78,Carnivore,N,Marine,MP,1,1
Cetacea,Balaenoptera_musculus,Balaenopteridae,W,8.28,1,0,18.03,18.03,Carnivore,N,Marine,MP,1,1
Cetacea,Balaenoptera_physalus,Balaenopteridae,W,7.85,1,0,15.83,15.83,Carnivore,N,Marine,MP,1,1
Cetacea,Berardius_bairdii,Ziphiidae,W,7.06,1,0,45.74,45.74,Carnivore,N,Marine,MP,1,1
Artiodactyla,Bison_bison,Bovidae,T,5.76,1,0,57.16,57.16,Herbivore,N,Grassland,GTE,1,1
Artiodactyla,Bison_bonasus,Bovidae,T,5.7,1,0,52.27,52.27,Herbivore,N,Forest,BF,1,1
Artiodactyla,Bos_javanicus,Bovidae,T,5.85,1,0,11.51,11.51,Herbivore,N,Forest,TRF,1,1
Artiodactyla,Budorcas_taxicolor,Bovidae,T,5.48,1,0,29.42,29.42,Herbivore,N,Forest,TEF,1,1
Carnivora,Callorhinus_ursinus,Otariidae,W,4.65,1,0,48.77,48.77,Carnivore,N,Marine,MC,1,1
Artiodactyla,Capra_cylindricornis,Bovidae,T,4.7,1,0,42.11,42.11,Herbivore,N,Forest,TEF,1,1
Artiodactyla,Capra_falconeri,Bovidae,T,4.61,1,0,35.74,35.74,Herbivore,N,Forest,TEF,1,1
Artiodactyla,Capra_ibex,Bovidae,T,4.84,1,0,46.11,46.11,Herbivore,N,Grassland,GTE,1,1
Chiroptera,Carollia_perspicillata,Phyllostomidae,A,1.28,1,0,6.4,-6.4,Frugivore,S,Forest,TRF,1,1
Artiodactyla,Cervus_elaphus,Cervidae,T,5.19,1,0,46.14,46.14,Herbivore,N,Forest,BF,1,1
Artiodactyla,Cervus_nippon,Cervidae,T,4.72,1,0,37.54,37.54,Herbivore,N,Forest,TEF,1,1
Artiodactyla,Connochaetes_gnou,Bovidae,T,5.26,1,0,28.96,-28.96,Herbivore,S,Shrubland,TES,1,1
Artiodactyla,Connochaetes_taurinus,Bovidae,T,5.26,1,0,19.36,-19.36,Herbivore,S,Savanna,GS,1,1
Carnivora,Crocuta_crocuta,Hyaenidae,T,4.8,1,0,0.87,-0.87,Carnivore,S,Savanna,GS,1,1
Carnivora,Cystophora_cristata,Phocidae,W,5.57,1,0,67.09,67.09,Carnivore,N,Marine,MP,1,1
Artiodactyla,Damaliscus_lunatus,Bovidae,T,5.13,1,0,9.7,-9.7,Herbivore,S,Savanna,GS,1,1
Cetacea,Delphinapterus_leucas,Monodontidae,W,6.13,1,0,61.2,61.2,Carnivore,N,Marine,MCP,1,1
Cetacea,Delphinus_delphis,Delphinidae,W,4.9,1,0,0.8,-0.8,Carnivore,S,Marine,MP,1,1
Perissodactyla,Dicerorhinus_sumatrensis,Rhinocerotidae,T,6.1,1,0,2.21,2.21,Herbivore,N,Forest,TRF,1,1
Sirenia,Dugong_dugon,Dugongidae,W,5.62,1,0,4.77,-4.77,Herbivore,S,Marine,MC,1,1
Chiroptera,Eidolon_helvum,Pteropodidae,A,2.4,1,0,2.28,-2.28,Frugivore,S,Forest,TRF,1,1
Proboscidea,Elephas_maximus,Elephantidae,T,6.43,1,0,15.33,15.33,Herbivore,N,Forest,TRF,1,1
Chiroptera,Epomophorus_wahlbergi,Pteropodidae,A,1.96,1,0,10.72,-10.72,Frugivore,S,Forest,TRF,1,1
Perissodactyla,Equus_grevyi,Equidae,T,5.61,1,0,3.4,3.4,Herbivore,N,Shrubland,TRS,1,1
Perissodactyla,Equus_zebra,Equidae,T,5.46,1,0,22.98,-22.98,Herbivore,S,Grassland,GTE,1,1
Carnivora,Erignathus_barbatus,Phocidae,W,5.45,1,0,72.01,72.01,Carnivore,N,Marine,MCP,1,1
Cetacea,Eschrichtius_robustus,Eschrichtiidae,W,7.45,1,0,59.45,59.45,Carnivore,N,Marine,MP,1,1
Cetacea,Eubalaena_australis,Balaenidae,W,7.36,1,0,49.67,-49.67,Carnivore,S,Marine,MP,1,1
Cetacea,Eubalaena_glacialis,Balaenidae,W,7.36,1,0,49.34,49.34,Carnivore,N,Marine,MP,1,1
Cetacea,Eubalaena_japonica,Balaenidae,W,8,1,0,57.94,57.94,Carnivore,N,Marine,MP,1,1
Artiodactyla,Eudorcas_thomsonii,Bovidae,T,4.31,1,0,2.7,-2.7,Herbivore,S,Savanna,GS,1,1
Cetacea,Feresa_attenuata,Delphinidae,W,5.23,1,0,1.42,-1.42,Carnivore,S,Marine,MP,1,1
Artiodactyla,Giraffa_camelopardalis,Giraffidae,T,5.95,1,0,8.5,-8.5,Herbivore,S,Savanna,GS,1,1
Primates,Gorilla_gorilla,Pongidae,T,5.09,1,0,0.77,0.77,Herbivore,N,Forest,TRF,1,1
Cetacea,Grampus_griseus,Delphinidae,W,5.59,1,0,21.13,21.13,Carnivore,N,Marine,MP,1,1
Carnivora,Halichoerus_grypus,Phocidae,W,5.2,1,0,55.34,55.34,Carnivore,N,Marine,MP,1,1
Carnivora,Histriophoca_fasciata,Phocidae,W,4.65,1,0,64.7,64.7,Carnivore,N,Marine,MP,1,1
Carnivora,Hydrurga_leptonyx,Phocidae,W,5.56,1,0,63.08,-63.08,Carnivore,S,Marine,MP,1,1
Cetacea,Hyperoodon_ampullatus,Ziphiidae,W,6.76,1,0,47.79,47.79,Carnivore,N,Marine,MP,1,1
Cetacea,Hyperoodon_planifrons,Ziphiidae,W,6.48,1,0,53.86,-53.86,Carnivore,S,Marine,MP,1,1
Cetacea,Inia_geoffrensis,Platanistidae,W,5.11,1,0,0.74,-0.74,Carnivore,S,Marine,MC,1,1
Artiodactyla,Kobus_kob,Bovidae,T,4.89,1,0,8.32,8.32,Herbivore,N,Savanna,GS,1,1
Artiodactyla,Kobus_leche,Bovidae,T,5.04,1,0,14.85,-14.85,Herbivore,S,Forest,TRF,1,1
Cetacea,Kogia_breviceps,Physeteridae,W,5.63,1,0,0.31,0.31,Carnivore,N,Marine,MP,1,1
Cetacea,Kogia_simus,Physeteridae,W,5.26,1,0,2.07,-2.07,Carnivore,S,Marine,MP,1,1
Cetacea,Lagenorhynchus_acutus,Delphinidae,W,5.26,1,0,59,59,Carnivore,N,Marine,MP,1,1
Cetacea,Lagenorhynchus_albirostris,Delphinidae,W,5.26,1,0,60.17,60.17,Carnivore,N,Marine,MP,1,1
Cetacea,Lagenorhynchus_obliquidens,Delphinidae,W,5.08,1,0,46.92,46.92,Carnivore,N,Marine,MCP,1,1
Artiodactyla,Lama_guanicoe,Camelidae,T,5.08,1,0,37.21,-37.21,Herbivore,S,Shrubland,TRS,1,1
Chiroptera,Leptonycteris_curasoae,Phyllostomidae,A,1.37,1,0,8.04,8.04,Frugivore,N,Forest,TRF,1,1
Lagomorpha,Lepus_californicus,Leporidae,T,3.38,1,0,35.15,35.15,Herbivore,N,Forest,TEF,1,1
Cetacea,Lissodelphis_borealis,Delphinidae,W,5.05,1,0,42.96,42.96,Carnivore,N,Marine,MP,1,1
Proboscidea,Loxodonta_africana,Elephantidae,T,6.6,1,0,6,-6,Herbivore,S,Forest,TRF,1,1
Carnivora,Martes_zibellina,Mustelidae,T,3.05,1,0,59.48,59.48,Carnivore,N,Forest,BF,1,1
Cetacea,Megaptera_novaeangliae,Balaenopteridae,W,7.48,1,0,11.76,-11.76,Carnivore,S,Marine,MP,1,1
Cetacea,Mesoplodon_carlhubbsi,Ziphiidae,W,6.53,1,0,38.13,38.13,Carnivore,N,Marine,MP,1,1
Cetacea,Mesoplodon_mirus,Ziphiidae,W,6.32,1,0,34.3,-34.3,Carnivore,S,Marine,MP,1,1
Carnivora,Mirounga_angustirostris,Phocidae,W,5.88,1,0,44.7,44.7,Carnivore,N,Marine,MP,1,1
Carnivora,Mirounga_leonina,Phocidae,W,6.2,1,0,57.49,-57.49,Carnivore,S,Marine,MP,1,1
Carnivora,Monachus_monachus,Phocidae,W,5.44,1,0,36.1,36.1,Carnivore,N,Marine,MP,1,1
Cetacea,Monodon_monoceros,Monodontidae,W,5.95,1,0,79.56,79.56,Carnivore,N,Marine,MP,1,1
Cetacea,Neophocaena_phocaenoides,Phocoenidae,W,4.51,1,0,14.13,14.13,Carnivore,N,Fresh_water,FWW,1,1
Carnivora,Odobenus_rosmarus,Odobenidae,W,5.92,1,0,71.78,71.78,Carnivore,N,Marine,MCP,1,1
Artiodactyla,Odocoileus_hemionus,Cervidae,T,4.73,1,0,45.05,45.05,Herbivore,N,Forest,BF,1,1
Artiodactyla,Odocoileus_virginianus,Cervidae,T,4.74,1,0,35.31,35.31,Herbivore,N,Forest,BF,1,1
Carnivora,Ommatophoca_rossii,Phocidae,W,5.4,1,0,67.17,-67.17,Carnivore,S,Marine,MP,1,1
Cetacea,Orcinus_orca,Delphinidae,W,6.63,1,0,0.02,-0.02,Carnivore,S,Marine,MCP,1,1
Artiodactyla,Oreamnos_americanus,Bovidae,T,4.86,1,0,55.03,55.03,Herbivore,N,Forest,TEF,1,1
Artiodactyla,Oryx_dammah,Bovidae,T,5.3,1,0,17.87,17.87,Herbivore,N,Savanna,GS,1,1
Artiodactyla,Oryx_gazella,Bovidae,T,5.23,1,0,24.16,-24.16,Herbivore,S,Savanna,GS,1,1
Artiodactyla,Ovis_ammon,Bovidae,T,5.26,1,0,38.47,38.47,Herbivore,N,Forest,TEF,1,1
Artiodactyla,Ovis_canadensis,Bovidae,T,4.87,1,0,40.93,40.93,Herbivore,N,Grassland,GTE,1,1
Artiodactyla,Ovis_dalli,Bovidae,T,4.75,1,0,63.77,63.77,Herbivore,N,Shrubland,TES,1,1
Carnivora,Pagophilus_groenlandicus,Phocidae,W,5.1,1,0,70.82,70.82,Carnivore,N,Marine,MP,1,1
Artiodactyla,Pantholops_hodgsonii,Bovidae,T,4.44,1,0,33.65,33.65,Herbivore,N,Grassland,GTE,1,1
Carnivora,Phoca_largha,Phocidae,W,5.18,1,0,61.18,61.18,Carnivore,N,Marine,MCP,1,1
Cetacea,Phocoena_phocoena,Phocoenidae,W,4.72,1,0,59.31,59.31,Carnivore,N,Marine,MCP,1,1
Cetacea,Phocoenoides_dalli,Phocoenidae,W,5.01,1,0,46.02,46.02,Carnivore,N,Marine,MP,1,1
Cetacea,Platanista_gangetica,Platanistidae,W,5.06,1,0,29.56,29.56,Carnivore,N,Fresh_water,FWW,1,1
Cetacea,Pontoporia_blainvillei,Platanistidae,W,4.61,1,0,22.17,-22.17,Carnivore,S,Marine,MCP,1,1
Artiodactyla,Procapra_gutturosa,Bovidae,T,4.44,1,0,45.88,45.88,Herbivore,N,Grassland,GTE,1,1
Chiroptera,Pteropus_alecto,Pteropodidae,A,2.83,1,0,15.34,-15.34,Frugivore,S,Forest,TRF,1,1
Chiroptera,Pteropus_poliocephalus,Pteropodidae,A,2.88,1,0,31.78,-31.78,Frugivore,S,Forest,TEF,1,1
Chiroptera,Pteropus_scapulatus,Pteropodidae,A,2.65,1,0,22.86,-22.86,Frugivore,S,Forest,TEF,1,1
Carnivora,Pusa_caspica,Phocidae,W,4.5,1,0,41.68,41.68,Carnivore,N,Marine,FWW,1,1
Carnivora,Pusa_hispida,Phocidae,W,4.84,1,0,77.26,77.26,Carnivore,N,Marine,MCP,1,1
Artiodactyla,Rangifer_tarandus,Cervidae,T,4.93,1,0,63.8,63.8,Herbivore,N,Forest,BF,1,1
Chiroptera,Rousettus_aegyptiacus,Pteropodidae,A,2.12,1,0,0.27,0.27,Frugivore,N,Forest,TRF,1,1
Artiodactyla,Rupicapra_pyrenaica,Bovidae,T,4.48,1,0,42.74,42.74,Herbivore,N,Forest,TEF,1,1
Artiodactyla,Rupicapra_rupicapra,Bovidae,T,4.42,1,0,44.54,44.54,Herbivore,N,Forest,TEF,1,1
Artiodactyla,Saiga_tatarica,Bovidae,T,4.46,1,0,46.59,46.59,Herbivore,N,Grassland,GTE,1,1
Cetacea,Stenella_coeruleoalba,Delphinidae,W,5.13,1,0,0.07,-0.07,Carnivore,S,Marine,MP,1,1
Artiodactyla,Syncerus_caffer,Bovidae,T,5.76,1,0,2.73,-2.73,Herbivore,S,Forest,TRF,1,1
Perissodactyla,Tapirus_pinchaque,Tapiridae,T,5.17,1,0,0.48,0.48,Herbivore,N,Forest,TRF,1,1
Artiodactyla,Tragelaphus_imberbis,Bovidae,T,4.91,1,0,2.78,2.78,Herbivore,N,Forest,TRF,1,1
Artiodactyla,Tragelaphus_strepsiceros,Bovidae,T,5.33,1,0,10.61,-10.61,Herbivore,S,Forest,TRF,1,1
Sirenia,Trichechus_inunguis,Trichechidae,W,5.68,1,0,4.56,-4.56,Herbivore,S,Fresh_water,FWW,1,1
Sirenia,Trichechus_manatus,Trichechidae,W,5.64,1,0,26.29,26.29,Herbivore,N,Fresh_water,FWW,1,1
Cetacea,Tursiops_truncatus,Delphinidae,W,5.24,1,0,33.86,-33.86,Carnivore,S,Marine,MCP,1,1
Carnivora,Ursus_maritimus,Ursidae,T,5.63,1,0,77.28,77.28,Carnivore,N,Tundra,GTU,1,1
Carnivora,Vulpes_corsac,Canidae,T,3.38,1,0,45.46,45.46,Carnivore,N,Shrubland,TES,1,1
Carnivora,Zalophus_californianus,Otariidae,W,4.9,1,0,40.31,40.31,Carnivore,N,Marine,MP,1,1
Cetacea,Ziphius_cavirostris,Ziphiidae,W,6.68,1,0,8.82,8.82,Carnivore,N,Marine,MP,1,1
Carnivora,Acinonyx_jubatus,Felidae,T,4.7,0,0,0.83,-0.83,Carnivore,S,Savanna,GS,0,0
Rodentia,Acomys_cahirinus,Muridae,T,1.59,0,0,24.59,24.59,Omnivore,N,Shrubland,TRS,0,0
Rodentia,Acomys_spinosissimus,Muridae,T,1.42,0,0,15.39,-15.39,Omnivore,S,Savanna,GS,0,0
Rodentia,Acomys_subspinosus,Muridae,T,1.32,0,0,33.49,-33.49,Omnivore,S,Shrubland,TES,0,0
Rodentia,Aconaemys_fuscus,Octodontidae,T,2.13,0,0,38.01,-38.01,Herbivore,S,Forest,TRF,0,0
